Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2003,2003,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2004,2004,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2005,2005,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2006,2006,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2007,2007,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2008,2008,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2009,2009,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2010,2010,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2011,2011,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2012,2012,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2013,2013,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2014,2014,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2015,2015,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2016,2016,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2017,2017,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2018,2018,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2019,2019,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2020,2020,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7004,April,2021,2021,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1961,1961,°C,-0.345,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1962,1962,°C,0.674,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1963,1963,°C,0.504,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1964,1964,°C,0.024,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1965,1965,°C,-0.124,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1966,1966,°C,-0.388,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1967,1967,°C,-1.054,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1968,1968,°C,-0.809,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1969,1969,°C,0.783,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1970,1970,°C,0.461,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1971,1971,°C,-1.166,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1972,1972,°C,0.051,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1973,1973,°C,-0.43,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1974,1974,°C,0.204,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1975,1975,°C,0.085,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1976,1976,°C,-0.628,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1977,1977,°C,0.596,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1978,1978,°C,0.046,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1979,1979,°C,-0.099,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1980,1980,°C,0.302,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1981,1981,°C,0.075,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1982,1982,°C,0.095,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1983,1983,°C,-0.803,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1984,1984,°C,-0.123,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1985,1985,°C,0.678,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1986,1986,°C,0.362,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1987,1987,°C,1.284,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1988,1988,°C,0.702,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1989,1989,°C,0.173,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1990,1990,°C,-0.056,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1991,1991,°C,1.174,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1992,1992,°C,0.085,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1993,1993,°C,0.744,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1994,1994,°C,0.444,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1995,1995,°C,-0.102,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1996,1996,°C,0.68,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1997,1997,°C,0.057,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1998,1998,°C,1.226,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,1999,1999,°C,-0.061,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2000,2000,°C,1.108,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2001,2001,°C,0.727,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2002,2002,°C,-0.023,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2003,2003,°C,0.502,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2004,2004,°C,1.326,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2005,2005,°C,0.313,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2006,2006,°C,1.163,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2007,2007,°C,1.099,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2008,2008,°C,-0.175,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2009,2009,°C,0.949,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2010,2010,°C,0.338,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2011,2011,°C,-0.118,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2012,2012,°C,1.423,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2013,2013,°C,0.149,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2014,2014,°C,0.95,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2015,2015,°C,1.064,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2016,2016,°C,0.806,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2017,2017,°C,0.546,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2018,2018,°C,2.561,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2019,2019,°C,0.324,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2020,2020,°C,0.921,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7005,May,2021,2021,°C,0.408,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1961,1961,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1962,1962,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1963,1963,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1964,1964,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1965,1965,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1966,1966,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1967,1967,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1968,1968,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1969,1969,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1970,1970,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1971,1971,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1972,1972,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1973,1973,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1974,1974,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1975,1975,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1976,1976,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1977,1977,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1978,1978,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1979,1979,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1980,1980,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1981,1981,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1982,1982,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1983,1983,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1984,1984,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1985,1985,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1986,1986,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1987,1987,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1988,1988,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1989,1989,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1990,1990,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1991,1991,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1992,1992,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1993,1993,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1994,1994,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1995,1995,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1996,1996,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1997,1997,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1998,1998,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,1999,1999,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2000,2000,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2001,2001,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2002,2002,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2003,2003,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2004,2004,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2005,2005,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2006,2006,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2007,2007,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2008,2008,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2009,2009,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2010,2010,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2011,2011,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2012,2012,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2013,2013,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2014,2014,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2015,2015,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2016,2016,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2017,2017,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2018,2018,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2019,2019,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2020,2020,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7005,May,2021,2021,°C,0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1961,1961,°C,0.343,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1962,1962,°C,-0.302,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1963,1963,°C,-0.165,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1964,1964,°C,-0.155,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1965,1965,°C,-0.978,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1966,1966,°C,-0.12,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1967,1967,°C,-0.201,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1968,1968,°C,-0.009,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1969,1969,°C,-0.44,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1970,1970,°C,0.039,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1971,1971,°C,0.454,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1972,1972,°C,-0.275,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1973,1973,°C,0.161,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1974,1974,°C,-0.12,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1975,1975,°C,-0.566,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1976,1976,°C,-0.33,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1977,1977,°C,0.868,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1978,1978,°C,0.075,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1979,1979,°C,-0.243,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1980,1980,°C,0.149,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1981,1981,°C,0.704,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1982,1982,°C,-0.877,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1983,1983,°C,-0.406,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1984,1984,°C,0.301,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1985,1985,°C,-0.352,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1986,1986,°C,0.915,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1987,1987,°C,0.823,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1988,1988,°C,1.154,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1989,1989,°C,0,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1990,1990,°C,1.014,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1991,1991,°C,0.549,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1992,1992,°C,-0.266,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1993,1993,°C,-0.241,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1994,1994,°C,1.168,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1995,1995,°C,-0.234,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1996,1996,°C,0.722,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1997,1997,°C,0.305,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1998,1998,°C,0.061,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,1999,1999,°C,0.133,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2000,2000,°C,0.494,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2001,2001,°C,0.564,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2002,2002,°C,1.169,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2003,2003,°C,0.08,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2004,2004,°C,0.463,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2005,2005,°C,0.718,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2006,2006,°C,1.065,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2007,2007,°C,0.862,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2008,2008,°C,0.565,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2009,2009,°C,0.157,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2010,2010,°C,1.007,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2011,2011,°C,0.712,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2012,2012,°C,1.073,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2013,2013,°C,1.383,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2014,2014,°C,0.488,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2015,2015,°C,1.66,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2016,2016,°C,1.803,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2017,2017,°C,1.135,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2018,2018,°C,1.506,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2019,2019,°C,0.702,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2020,2020,°C,1.017,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7006,June,2021,2021,°C,2.063,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1961,1961,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1962,1962,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1963,1963,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1964,1964,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1965,1965,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1966,1966,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1967,1967,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1968,1968,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1969,1969,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1970,1970,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1971,1971,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1972,1972,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1973,1973,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1974,1974,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1975,1975,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1976,1976,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1977,1977,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1978,1978,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1979,1979,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1980,1980,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1981,1981,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1982,1982,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1983,1983,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1984,1984,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1985,1985,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1986,1986,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1987,1987,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1988,1988,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1989,1989,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1990,1990,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1991,1991,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1992,1992,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1993,1993,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1994,1994,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1995,1995,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1996,1996,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1997,1997,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1998,1998,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,1999,1999,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2000,2000,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2001,2001,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2002,2002,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2003,2003,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2004,2004,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2005,2005,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2006,2006,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2007,2007,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2008,2008,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2009,2009,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2010,2010,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2011,2011,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2012,2012,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2013,2013,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2014,2014,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2015,2015,°C,0.523,Fc,Calculated data
