Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]",Population growth (annual %) [SP.POP.GROW],GDP (constant 2010 US$) [NY.GDP.MKTP.KD],Imports of goods and services (constant 2010 US$) [NE.IMP.GNFS.KD],Exports of goods and services (current US$) [NE.EXP.GNFS.CD],Average precipitation in depth (mm per year) [AG.LND.PRCP.MM]
2005,YR2005,Greece,GRC,10987314,0.293249074,3.04332E+11,90191445975,52808084815,..
2005,YR2005,Greenland,GRL,56935,0.04216222,2126686937,1247719635,759542430.3,..
2005,YR2005,Grenada,GRD,104661,0.300467194,806869556.9,..,148871259.3,..
2005,YR2005,Guam,GUM,158402,0.190203626,4845859455,2098336357,956000000,..
2005,YR2005,Guatemala,GTM,12948292,2.077170631,34550673405,13756079792,6817724662,..
2005,YR2005,Guinea,GIN,9109581,2.03871433,5875302156,..,1021679596,..
2005,YR2005,Guinea-Bissau,GNB,1344930,2.365272756,720833135.3,..,94803610.53,..
2005,YR2005,Guyana,GUY,746163,0.057108387,2774615381,..,698037584,..
2005,YR2005,Haiti,HTI,9195288,1.624945682,10359440139,2601803180,614447563.1,..
2005,YR2005,Honduras,HND,7458985,2.388293415,13268415997,10044378011,5757220308,..
2005,YR2005,"Hong Kong SAR, China",HKG,6813200,0.436871406,1.88649E+11,3.38034E+11,3.22201E+11,..
2005,YR2005,Hungary,HUN,10087065,-0.198878843,1.32673E+11,76458530340,70774176093,..
2005,YR2005,Iceland,ISL,296734,1.582891978,12947992674,8310936981,5111368382,..
2005,YR2005,India,IND,1147609927,1.57971029,1.19387E+12,2.42176E+11,1.60838E+11,..
2005,YR2005,Indonesia,IDN,226289470,1.33630105,5.71205E+11,1.30152E+11,97387627235,..
2005,YR2005,"Iran, Islamic Rep.",IRN,69762347,1.169424021,4.0013E+11,80374198273,68684788609,..
2005,YR2005,Iraq,IRQ,26922284,2.285938465,1.04146E+11,..,27149419158,..
2005,YR2005,Ireland,IRL,4159914,2.178703014,2.17465E+11,1.67302E+11,1.68438E+11,..
2005,YR2005,Isle of Man,IMN,80305,0.982332317,4617307574,..,..,..
2005,YR2005,Israel,ISR,6930100,1.762897661,1.90909E+11,65749327500,58113510261,..
2005,YR2005,Italy,ITA,57969484,0.491389108,2.16502E+12,5.39751E+11,4.56971E+11,..
2005,YR2005,Jamaica,JAM,2740003,0.54850826,13547886551,..,3966076168,..
2005,YR2005,Japan,JPN,127773000,0.009392097,5.67231E+12,7.65955E+11,6.66349E+11,..
2005,YR2005,Jordan,JOR,5765635,3.268279206,20138631567,18281592299,6713822285,..
2005,YR2005,Kazakhstan,KAZ,15147029,0.888891382,1.09482E+11,40601887271,30386570590,..
2005,YR2005,Kenya,KEN,36624895,2.739229463,31322527291,7771137751,5341992930,..
2005,YR2005,Kiribati,KIR,92325,1.997615982,156554009.2,..,16078350.52,..
2005,YR2005,"Korea, Dem. People’s Rep.",PRK,23904167,0.719764499,..,..,..,..
2005,YR2005,"Korea, Rep.",KOR,48184561,0.211997784,9.26349E+11,3.58111E+11,3.29862E+11,..
2005,YR2005,Kosovo,XKX,1705780,0.067909885,4575033281,..,413878870.8,..
2005,YR2005,Kuwait,KWT,2270198,3.118608063,1.08941E+11,..,51691780822,..
2005,YR2005,Kyrgyz Republic,KGZ,5162600,1.127864459,3859382247,2852488679,942411696.1,..
2005,YR2005,Lao PDR,LAO,5751676,1.567736845,4848156050,1760250923,792320000,..
2005,YR2005,Latvia,LVA,2238799,-1.080571457,24457359898,13376106199,7306359676,..
2005,YR2005,Lebanon,LBN,4698763,2.792219198,26678007921,14654106007,7873085354,..
2005,YR2005,Lesotho,LSO,1996114,-0.491048834,1889272743,1661007732,..,..
2005,YR2005,Liberia,LBR,3218116,2.595928712,1410331507,834794684.1,560772700,..
2005,YR2005,Libya,LBY,5798614,1.537292995,61714049045,17867521490,30159825206,..
2005,YR2005,Liechtenstein,LIE,34713,0.754720564,..,..,..,..
2005,YR2005,Lithuania,LTU,3322528,-1.628401126,35031233307,20966961245,14387565618,..
2005,YR2005,Luxembourg,LUX,465158,1.530054663,47158078488,59401563647,60381926377,..
2005,YR2005,"Macao SAR, China",MAC,482858,2.359780725,16525720039,7328668854,10261387325,..
2005,YR2005,Madagascar,MDG,18336724,2.953901101,8690229650,2517708863,1424938458,..
2005,YR2005,Malawi,MWI,12625952,2.600569615,4866809939,1141762361,662493075.4,..
2005,YR2005,Malaysia,MYS,25690611,1.96526211,2.04863E+11,1.53048E+11,1.62049E+11,..
2005,YR2005,Maldives,MDV,319608,2.645060548,1748799599,..,..,..
2005,YR2005,Mali,MLI,12775516,3.233152498,8533303592,2316742439,1436228806,..
2005,YR2005,Malta,MLT,403834,0.637436918,7765375522,8593670966,6645853408,..
2005,YR2005,Marshall Islands,MHL,55258,1.425288859,154066926.1,148599185,46380400,..
2005,YR2005,Mauritania,MRT,3024194,2.84911836,4739542277,2366513547,785480557.2,..
2005,YR2005,Mauritius,MUS,1228254,0.59209966,7939339024,5458154881,3829950977,..
2005,YR2005,Mexico,MEX,106005203,1.415822666,9.82738E+11,2.8382E+11,2.30184E+11,..
2005,YR2005,"Micronesia, Fed. Sts.",FSM,106129,-0.466267049,300081139.5,..,41837100,..
2005,YR2005,Moldova,MDA,2888111,-0.243323174,5953976967,3733641888,1528946395,..
2005,YR2005,Monaco,MCO,33843,1.018674446,4863051836,..,..,..
2005,YR2005,Mongolia,MNG,2526424,1.195877528,5252765132,..,1483028670,..
2005,YR2005,Montenegro,MNE,614261,0.147929262,3442892651,..,982979728.9,..
2005,YR2005,Morocco,MAR,30455561,1.123811218,73014076005,28631040135,19275938443,..
2005,YR2005,Mozambique,MOZ,20493925,2.887865831,7732972113,3074790191,2314503695,..
2005,YR2005,Myanmar,MMR,48949924,0.790533451,29275358078,..,21391403.15,..
2005,YR2005,Namibia,NAM,1938320,1.589970222,9148110694,3624616010,2928972887,..
2005,YR2005,Nauru,NRU,9849,-0.536682975,39240729.32,..,..,..
2005,YR2005,Nepal,NPL,25744500,1.271055309,12877563075,3400914290,1185691368,..
2005,YR2005,Netherlands,NLD,16319868,0.233663148,7.905E+11,4.53128E+11,4.49641E+11,..
2005,YR2005,New Caledonia,NCL,232250,1.518467354,..,..,..,..
2005,YR2005,New Zealand,NZL,4133900,1.12877351,1.37814E+11,38536783044,32448778427,..
2005,YR2005,Nicaragua,NIC,5438690,1.36539626,7662881828,3992729084,1541276323,..
2005,YR2005,Niger,NER,13624467,3.7278624,6024873704,1373248038,631697854.4,..
2005,YR2005,Nigeria,NGA,138865016,2.585689094,2.56649E+11,64408861135,37047965134,..
2005,YR2005,North Macedonia,MKD,2060273,0.156655294,7736376122,4267387605,2178468743,..
2005,YR2005,Northern Mariana Islands,MNP,56542,-1.237404617,1237161290,1013577128,1017000000,..
2005,YR2005,Norway,NOR,4623291,0.681072964,4.0885E+11,1.01436E+11,1.34064E+11,..
2005,YR2005,Oman,OMN,2511251,2.652448284,44278535460,15440512743,19632719097,..
2005,YR2005,Pakistan,PAK,160304008,2.296422881,1.50181E+11,32418569492,17180327372,..
2005,YR2005,Palau,PLW,19781,-0.433818275,207487555,170536524.6,86635932.92,..
2005,YR2005,Panama,PAN,3330217,1.844444342,20556984395,13890919112,10561613900,..
2005,YR2005,Papua New Guinea,PNG,6494903,2.189462195,10692844495,..,..,..
2005,YR2005,Paraguay,PRY,5824096,1.619245662,20891296689,7012815980,5110362043,..
2005,YR2005,Peru,PER,27866145,0.871984041,1.05786E+11,19351971193,20421330421,..
2005,YR2005,Philippines,PHL,86326250,1.889366661,1.63476E+11,55959982664,44289302519,..
2005,YR2005,Poland,POL,38165445,-0.043948953,3.799E+11,1.35274E+11,1.05961E+11,..
2005,YR2005,Portugal,PRT,10503330,0.185532267,2.30949E+11,79191524543,53404651163,..
2005,YR2005,Puerto Rico,PRI,3821362,-0.144242361,1.05342E+11,..,56543200000,..
2005,YR2005,Qatar,QAT,865416,13.87016276,53352370952,..,28982692308,..
2005,YR2005,Romania,ROU,21319685,-0.617530957,1.44652E+11,36557928911,24155609706,..
2005,YR2005,Russian Federation,RUS,143518814,-0.381452795,1.28152E+12,2.09508E+11,2.68957E+11,..
2005,YR2005,Rwanda,RWA,8840215,1.822930211,4109146772,1003959875,314064005.3,..
2005,YR2005,Samoa,WSM,179727,0.634635709,633126600.6,..,136058037.9,..
2005,YR2005,San Marino,SMR,29324,1.318157216,2005511386,..,..,..
2005,YR2005,Sao Tome and Principe,STP,157472,2.400431442,147663429.9,..,..,..
2005,YR2005,Saudi Arabia,SAU,23816183,2.911888477,4.61602E+11,95027215640,1.87389E+11,..
2005,YR2005,Senegal,SEN,11090116,2.557495148,13720826685,4849858780,2978080165,..
2005,YR2005,Serbia,SRB,7440769,-0.300431133,36108863544,14979024370,7741608183,..
2005,YR2005,Seychelles,SYC,82858,0.463308214,783031253.3,..,719670181.8,..
2005,YR2005,Sierra Leone,SLE,5645624,3.820687703,1997926595,543931996.3,290042436.9,..
2005,YR2005,Singapore,SGP,4265762,2.350511289,1.72758E+11,2.991E+11,2.87771E+11,..
2005,YR2005,Sint Maarten (Dutch part),SXM,33011,1.597004887,..,..,..,..
2005,YR2005,Slovak Republic,SVK,5372807,0.009809134,71071712348,54410831070,45394964557,..
2005,YR2005,Slovenia,SVN,2000474,0.173208905,43897124009,25547033177,21655505534,..
2005,YR2005,Solomon Islands,SLB,469918,2.451286334,655932852.3,..,141024449.2,..
2005,YR2005,Somalia,SOM,10446863,3.077643583,..,..,..,..
2005,YR2005,South Africa,ZAF,47880601,1.23775315,3.22228E+11,84700595531,68172283113,..
2005,YR2005,South Sudan,SSD,7535932,4.37488994,..,..,..,..
2005,YR2005,Spain,ESP,43653155,1.689349047,1.35451E+12,3.99121E+11,2.88082E+11,..
2005,YR2005,Sri Lanka,LKA,19544988,0.810825506,41633334151,12942457669,7892069652,..
2005,YR2005,St. Kitts and Nevis,KNA,46852,1.13550992,723832419.2,..,..,..
2005,YR2005,St. Lucia,LCA,163417,0.984532893,1328688077,..,..,..
2005,YR2005,St. Martin (French part),MAF,34248,3.15000686,..,..,..,..
2005,YR2005,St. Vincent and the Grenadines,VCT,108614,0.093954669,636857972.3,..,200544555.6,..
2005,YR2005,Sudan,SDN,30949516,2.404558001,41150976445,10531726867,5086917943,..
2005,YR2005,Suriname,SUR,499461,1.164198295,3481761947,..,..,..
2005,YR2005,Sweden,SWE,9029572,0.399942763,4.539E+11,1.70738E+11,1.76559E+11,..
2005,YR2005,Switzerland,CHE,7437115,0.64060154,5.24104E+11,2.61209E+11,2.19836E+11,..
2005,YR2005,Syrian Arab Republic,SYR,18361176,2.947799641,..,..,11655517241,..
2005,YR2005,Tajikistan,TJK,6789321,1.887280763,4095670102,2783060028,1254251428,..
2005,YR2005,Tanzania,TZA,38450320,2.823744969,23791208301,5976878519,3124777521,..
2005,YR2005,Thailand,THA,65416189,0.645482185,2.83768E+11,1.78059E+11,1.29499E+11,..
2005,YR2005,Timor-Leste,TLS,995135,2.363269025,622379554.3,391671277.5,32989300,..
2005,YR2005,Togo,TGO,5611640,2.597288842,2901256030,1531555638,810928660.9,..
2005,YR2005,Tonga,TON,100905,0.683166691,366019490.9,..,46713099.11,..
2005,YR2005,Trinidad and Tobago,TTO,1296502,0.493230594,18293696591,..,..,..
2005,YR2005,Tunisia,TUN,10106771,0.839527992,35279543594,12884086139,14501002004,..
2005,YR2005,Turkey,TUR,67903469,1.323138268,6.64763E+11,1.7012E+11,1.10763E+11,..
2005,YR2005,Turkmenistan,TKM,4754646,1.083638122,13788269625,..,2486842105,..
2005,YR2005,Turks and Caicos Islands,TCA,28180,5.394894106,..,..,..,..
2005,YR2005,Tuvalu,TUV,10000,1.31865618,29185727.24,..,..,..
2005,YR2005,Uganda,UGA,27684585,3.167952398,18029789370,3491702825,1310093940,..
2005,YR2005,Ukraine,UKR,47105171,-0.732800944,1.2994E+11,65413596796,41949382403,..
2005,YR2005,United Arab Emirates,ARE,4588225,12.02016527,2.57367E+11,1.37859E+11,1.22071E+11,..
2005,YR2005,United Kingdom,GBR,60401206,0.686611306,2.41509E+12,7.18019E+11,6.34E+11,..
2005,YR2005,United States,USA,295516599,0.921713167,1.43325E+13,2.24625E+12,1.30523E+12,..
2005,YR2005,Uruguay,URY,3321803,0.009844536,30157445138,6458517329,5279006690,..
2005,YR2005,Uzbekistan,UZB,26167000,1.163350224,31306784569,3369800259,5409530613,..
2005,YR2005,Vanuatu,VUT,209282,2.494027564,549652584.8,259148309.1,179247165.6,..
2005,YR2005,"Venezuela, RB",VEN,26432447,1.662677907,3.27783E+11,48780790366,57707308833,..
2005,YR2005,Vietnam,VNM,83832661,0.922547993,85351803030,56407607520,36712091438,..
2005,YR2005,Virgin Islands (U.S.),VIR,108454,-0.01198593,4232596793,15370170966,11632000000,..
2005,YR2005,West Bank and Gaza,PSE,3320396,2.555262373,7635284609,5029218454,723300000,..
2005,YR2005,"Yemen, Rep.",YEM,20107409,2.861969216,25002177461,..,..,..
2005,YR2005,Zambia,ZMB,11856247,2.611388183,13350512768,2697690459,2550444808,..
2005,YR2005,Zimbabwe,ZWE,12076699,0.471328563,11729695863,3842950555,1930796900,..
2005,YR2005,Arab World,ARB,314965793,2.307180019,1.69891E+12,5.3777E+11,6.26255E+11,..
2005,YR2005,Caribbean small states,CSS,6742709,0.683236093,59078751828,..,..,..
2005,YR2005,Central Europe and the Baltics,CEB,106041911,-0.272548033,1.13788E+12,5.21342E+11,4.13012E+11,..
2005,YR2005,Early-demographic dividend,EAR,2689792046,1.636453767,6.90507E+12,1.68409E+12,1.42656E+12,..
2005,YR2005,East Asia & Pacific,EAS,2131146832,0.741598814,1.34501E+13,4.00353E+12,3.28716E+12,..
2005,YR2005,East Asia & Pacific (excluding high income),EAP,1895275474,0.799180313,4.94548E+12,..,1.25693E+12,..
2005,YR2005,East Asia & Pacific (IDA & IBRD countries),TEA,1871341375,0.800174145,4.93573E+12,..,1.25512E+12,..
2005,YR2005,Euro area,EMU,329380417,0.51815766,1.21265E+13,4.19876E+12,3.84392E+12,..
2005,YR2005,Europe & Central Asia,ECS,871456632,0.30484014,1.96322E+13,6.56415E+12,5.96791E+12,..
2005,YR2005,Europe & Central Asia (excluding high income),ECA,370632537,0.148294552,2.4458E+12,6.0491E+11,5.22972E+11,..
2005,YR2005,Europe & Central Asia (IDA & IBRD countries),TEC,434427812,0.093432758,3.02864E+12,8.0085E+11,6.69759E+11,..
2005,YR2005,European Union,EUU,435581949,0.35520048,1.38424E+13,4.8895E+12,4.46101E+12,..
2005,YR2005,Fragile and conflict affected situations,FCS,572498604,2.560146845,1.09337E+12,2.86434E+11,2.13462E+11,..
2005,YR2005,Heavily indebted poor countries (HIPC),HPC,543555326,2.85946589,3.70816E+11,1.24132E+11,69262436378,..
2005,YR2005,High income,HIC,1137301496,0.678609674,4.30059E+13,1.14373E+13,9.86422E+12,..
2005,YR2005,IBRD only,IBD,4210325712,1.056162945,1.48012E+13,3.77518E+12,3.08889E+12,..
2005,YR2005,IDA & IBRD total,IBT,5425296741,1.351890759,1.58994E+13,4.08633E+12,3.26798E+12,..
2005,YR2005,IDA blend,IDB,404615758,2.351421967,5.32015E+11,1.30799E+11,82161075167,..
2005,YR2005,IDA only,IDX,810355271,2.409612301,5.6589E+11,1.77845E+11,95651101094,..
2005,YR2005,IDA total,IDA,1214971029,2.390226117,1.10257E+12,3.10396E+11,1.77033E+11,..
2005,YR2005,Late-demographic dividend,LTE,2114307505,0.645531282,9.63243E+12,..,2.40296E+12,..
2005,YR2005,Latin America & Caribbean,LCN,556504290,1.257971854,4.46684E+12,7.98431E+11,7.42997E+11,..
2005,YR2005,Latin America & Caribbean (excluding high income),LAC,527308236,1.280203261,4.07736E+12,6.6826E+11,5.88423E+11,..
2005,YR2005,Latin America & the Caribbean (IDA & IBRD countries),TLA,540306214,1.2918729,4.28041E+12,7.33138E+11,6.53755E+11,..
2005,YR2005,Least developed countries: UN classification,LDC,744190510,2.458841582,4.92047E+11,1.56941E+11,86296796825,..
2005,YR2005,Low & middle income,LMY,5374446871,1.368013158,1.51238E+13,3.83548E+12,3.05505E+12,..
2005,YR2005,Low income,LIC,462679645,2.871409881,2.87295E+11,..,..,..
2005,YR2005,Lower middle income,LMC,2349947388,1.687453972,2.94576E+12,8.14778E+11,5.67687E+11,..
2005,YR2005,Middle East & North Africa,MEA,347029874,2.024555338,2.25103E+12,6.8454E+11,7.54186E+11,..
2005,YR2005,Middle East & North Africa (excluding high income),MNA,304755503,1.753816477,1.10712E+12,3.0668E+11,2.67608E+11,..
2005,YR2005,Middle East & North Africa (IDA & IBRD countries),TMN,301435107,1.744701187,1.09947E+12,3.01276E+11,2.66868E+11,..
2005,YR2005,Middle income,MIC,4911767226,1.228657373,1.48383E+13,3.7472E+12,3.0071E+12,..
2005,YR2005,North America,NAC,327824506,0.928178273,1.57732E+13,2.69577E+12,1.74012E+12,..
2005,YR2005,Not classified,INX,..,..,..,..,..,..
2005,YR2005,OECD members,OED,1241535834,0.721115601,4.26761E+13,1.04982E+13,8.74964E+12,..
2005,YR2005,Other small states,OSS,22929109,2.170064202,2.22567E+11,1.12851E+11,1.13703E+11,..
2005,YR2005,Pacific island small states,PSS,2074778,1.180451113,6123085900,..,2325318072,..
2005,YR2005,Post-demographic dividend,PST,1046366694,0.508275114,4.04269E+13,1.03158E+13,8.66648E+12,..
2005,YR2005,Pre-demographic dividend,PRE,635451653,2.904038832,7.47444E+11,2.28975E+11,1.56932E+11,..
2005,YR2005,Small states,SST,31746596,1.78575402,2.87815E+11,1.45128E+11,1.38507E+11,..
2005,YR2005,South Asia,SAS,1518861552,1.680574001,1.49631E+12,3.15114E+11,1.97821E+11,..
2005,YR2005,South Asia (IDA & IBRD),TSA,1518861552,1.680574001,1.49631E+12,3.15114E+11,1.97821E+11,..
2005,YR2005,Sub-Saharan Africa,SSF,758924681,2.698494975,1.06183E+12,3.14328E+11,2.2741E+11,..
2005,YR2005,Sub-Saharan Africa (excluding high income),SSA,757613569,2.702228341,1.05311E+12,3.07997E+11,2.22808E+11,..
2005,YR2005,Sub-Saharan Africa (IDA & IBRD countries),TSS,758924681,2.698494975,1.06183E+12,3.14328E+11,2.2741E+11,..
2005,YR2005,Upper middle income,UMC,2561819838,0.81143062,1.18926E+13,..,2.43971E+12,..
2005,YR2005,World,WLD,6511748367,1.24692655,5.81363E+13,1.54497E+13,1.29233E+13,..
2006,YR2006,Afghanistan,AFG,26433049,2.990478094,9655582954,..,..,..
2006,YR2006,Albania,ALB,2992547,-0.630911245,9767379280,4763351155,2242664372,..
2006,YR2006,Algeria,DZA,33641002,1.471122982,1.44601E+11,33193019097,57121832267,..
2006,YR2006,American Samoa,ASM,59107,-0.766842612,603066079.3,706578947.4,495000000,..
2006,YR2006,Andorra,AND,80993,2.659984178,3875142516,..,..,..
2006,YR2006,Angola,AGO,20149901,3.619574559,62790739427,31946669537,33245105956,..
2006,YR2006,Antigua and Barbuda,ATG,82704,1.50944883,1295332413,..,956703703.7,..
2006,YR2006,Argentina,ARG,39289878,1.01544167,3.60465E+11,45332285482,53550250227,..
2006,YR2006,Armenia,ARM,2958307,-0.773190355,8678449098,3760788056,1413899467,..
2006,YR2006,Aruba,ABW,100834,0.79954624,2727178974,..,1596648045,..
2006,YR2006,Australia,AUS,20697900,1.475227945,1.02337E+12,1.82435E+11,1.48419E+11,..
2006,YR2006,Austria,AUT,8268641,0.494797775,3.79958E+11,1.77909E+11,1.70827E+11,..
2006,YR2006,Azerbaijan,AZE,8484550,1.098586574,33268154327,9008445197,13954555630,..
2006,YR2006,"Bahamas, The",BHS,331033,1.882682626,10471417095,5569240886,3895000000,..
2006,YR2006,Bahrain,BHR,958418,7.500231305,20889335106,10450797872,15662234043,..
2006,YR2006,Bangladesh,BGD,140921167,1.347130256,91588890099,22499985778,11744907683,..
2006,YR2006,Barbados,BRB,277477,0.416757555,4745500000,..,2026229150,..
2006,YR2006,Belarus,BLR,9604924,-0.612296198,44266566188,28963553095,22195244755,..
2006,YR2006,Belgium,BEL,10547958,0.659558215,4.58231E+11,3.32785E+11,3.13301E+11,..
2006,YR2006,Belize,BLZ,291329,2.618344801,1282630544,815478397.8,744269450,..
2006,YR2006,Benin,BEN,8216897,2.897544923,8208844660,1771034138,1269086284,..
2006,YR2006,Bermuda,BMU,64523,0.575178477,7109829729,..,..,..
2006,YR2006,Bhutan,BTN,657410,1.32773939,1044316408,668157813.5,488540499.3,..
2006,YR2006,Bolivia,BOL,9395446,1.7516249,16449574974,5922404716,4783642094,..
2006,YR2006,Bosnia and Herzegovina,BIH,3765424,0.002469872,15729153561,8117040627,4505419793,..
2006,YR2006,Botswana,BWA,1835908,2.026487056,11086666408,4703166925,5297497556,..
2006,YR2006,Brazil,BRA,188167356,1.090196854,1.84512E+12,1.52231E+11,1.59216E+11,..
2006,YR2006,British Virgin Islands,VGB,24023,3.887610285,..,..,..,..
2006,YR2006,Brunei Darussalam,BRN,370263,1.400393036,13847739934,3083763550,8227327082,..
2006,YR2006,Bulgaria,BGR,7601022,-0.759505916,45869280339,26841963098,16150904893,..
2006,YR2006,Burkina Faso,BFA,13829176,2.989062688,8219767362,1678155608,717391887,..
2006,YR2006,Burundi,BDI,7607849,3.246016505,1716499708,557300862.9,92956376.48,..
2006,YR2006,Cabo Verde,CPV,469170,1.316900995,1352565476,..,500015668.8,..
2006,YR2006,Cambodia,KHM,13477709,1.527856858,9014922681,4640611176,4989881265,..
2006,YR2006,Cameroon,CMR,18223674,2.727108707,22806269465,5765083579,4962622165,..
2006,YR2006,Canada,CAN,32571174,1.010334503,1.49365E+12,4.7188E+11,4.67052E+11,..
2006,YR2006,Cayman Islands,CYM,50740,2.958186124,4479431265,..,..,..
2006,YR2006,Central African Republic,CAF,4118069,1.954024747,1766474193,..,209094018.8,..
2006,YR2006,Chad,TCD,10457124,3.50814667,8470681971,..,3534906246,..
2006,YR2006,Channel Islands,CHI,153008,0.873035484,..,..,..,..
2006,YR2006,Chile,CHL,16354504,1.055926534,1.93128E+11,51464725319,67789580749,..
2006,YR2006,China,CHN,1311020000,0.558374367,4.01524E+12,..,9.91731E+11,..
2006,YR2006,Colombia,COL,43200901,1.288727946,2.45954E+11,39601500293,28652692001,..
2006,YR2006,Comoros,COM,626425,2.39064349,808545541.4,236422438.2,61714688.82,..
2006,YR2006,"Congo, Dem. Rep.",COD,56578037,3.21879547,17342767277,5930563552,3136077075,..
2006,YR2006,"Congo, Rep.",COG,3745141,3.321895971,10791979957,4798503587,6253141117,..
2006,YR2006,Costa Rica,CRI,4345412,1.388287781,31677635985,11529081123,9839017111,..
2006,YR2006,Cote d'Ivoire,CIV,18754916,2.158036592,22660896962,..,9330184049,..
2006,YR2006,Croatia,HRV,4311159,0.023523124,61197075794,26621331681,19123850275,..
2006,YR2006,Cuba,CUB,11261248,-0.00296588,55451844706,9302502034,9870000000,..
2006,YR2006,Curacao,CUW,141239,2.568114257,..,..,..,..
2006,YR2006,Cyprus,CYP,1045507,1.721561603,23632463211,13005658226,10726039393,..
2006,YR2006,Czech Republic,CZE,10238905,0.270795629,1.9747E+11,1.09868E+11,1.01377E+11,..
2006,YR2006,Denmark,DNK,5437272,0.328645159,3.31091E+11,1.42931E+11,1.43508E+11,..
2006,YR2006,Djibouti,DJI,794563,1.433524124,..,..,..,..
2006,YR2006,Dominica,DMA,70718,0.182581239,435657783.3,..,144444444.4,..
2006,YR2006,Dominican Republic,DOM,9218686,1.325957163,44422406021,15322547257,10691561562,..
2006,YR2006,Ecuador,ECU,14059384,1.675026183,61468918472,17788534254,14196499000,..
2006,YR2006,"Egypt, Arab Rep.",EGY,76873663,1.771855438,1.73388E+11,45010813769,32173913043,..
2006,YR2006,El Salvador,SLV,6079399,0.449672283,17661423002,9598140552,4150320000,..
2006,YR2006,Equatorial Guinea,GNQ,784496,4.558845912,13015770992,4878587792,8303800359,..
2006,YR2006,Eritrea,ERI,2918205,3.187325236,1636364975,583233580.8,83564227.64,..
2006,YR2006,Estonia,EST,1346810,-0.58965556,21951864649,15027429511,10769819345,..
2006,YR2006,Eswatini,SWZ,1036092,0.533516276,3998954653,1819088056,1837879805,..
2006,YR2006,Ethiopia,ETH,78489206,2.768139861,19795942246,..,..,..
2006,YR2006,Faroe Islands,FRO,47792,0.146575397,..,..,825082397.3,..
2006,YR2006,Fiji,FJI,827870,0.759761008,3087900748,..,1540665434,..
2006,YR2006,Finland,FIN,5266268,0.383777136,2.47538E+11,90250568923,93431188057,..
2006,YR2006,France,FRA,63621381,0.697207001,2.59896E+12,7.01756E+11,6.477E+11,..
2006,YR2006,French Polynesia,PYF,261010,0.858044088,..,..,..,..
2006,YR2006,Gabon,GAB,1430152,2.808209914,13076553297,2947065956,6255614197,..
2006,YR2006,"Gambia, The",GMB,1591445,3.043371713,1247729842,379414483.1,221729727,..
2006,YR2006,Georgia,GEO,3880347,-0.568484712,10372742886,..,2514996630,..
2006,YR2006,Germany,DEU,82376451,-0.112797498,3.32508E+12,1.14402E+12,1.23975E+12,..
2006,YR2006,Ghana,GHA,22379055,2.554408108,24989124921,8795493196,5149494044,..
2006,YR2006,Gibraltar,GIB,33417,0.594275115,..,..,..,..
2006,YR2006,Greece,GRC,11020362,0.300331801,3.21534E+11,1.02196E+11,57872322168,..
2006,YR2006,Greenland,GRL,56774,-0.283179181,2244839174,1159918920,761014327,..
2006,YR2006,Grenada,GRD,104933,0.25954956,774632469.6,..,162306481.5,..
2006,YR2006,Guam,GUM,158648,0.155180602,4660328826,2242198791,1006000000,..
2006,YR2006,Guatemala,GTM,13213330,2.026228097,36409422519,14643355027,7537173335,..
2006,YR2006,Guinea,GIN,9307425,2.148575191,5943715439,2596266828,1005390516,..
2006,YR2006,Guinea-Bissau,GNB,1377581,2.39870954,737479753,..,76111090.27,..
2006,YR2006,Guyana,GUY,746343,0.024120506,2916942310,..,..,..
2006,YR2006,Haiti,HTI,9344785,1.612725475,10540167022,2916311693,394399999,..
2006,YR2006,Honduras,HND,7634298,2.323164348,14139785191,10451784420,6119755282,..
2006,YR2006,"Hong Kong SAR, China",HKG,6857100,0.642270483,2.01916E+11,3.71361E+11,3.584E+11,..
2006,YR2006,Hungary,HUN,10071370,-0.155716485,1.38021E+11,88289629823,85375664243,..
2006,YR2006,Iceland,ISL,303782,2.34742243,13627609657,9127110649,5305963964,..
2006,YR2006,India,IND,1165486291,1.545696178,1.29011E+12,2.94255E+11,1.99974E+11,..
2006,YR2006,Indonesia,IDN,229318262,1.329580868,6.02627E+11,1.41322E+11,1.13143E+11,..
2006,YR2006,"Iran, Islamic Rep.",IRN,70554760,1.129472295,4.20135E+11,83697115452,79540915796,..
2006,YR2006,Iraq,IRQ,27448124,1.934347802,1.14726E+11,..,33242357812,..
2006,YR2006,Ireland,IRL,4273591,2.696005644,2.28492E+11,1.82864E+11,1.8335E+11,..
2006,YR2006,Isle of Man,IMN,81285,1.212961217,4972840257,..,..,..
2006,YR2006,Israel,ISR,7053700,1.767805874,2.01532E+11,67994916722,62832039140,..
2006,YR2006,Italy,ITA,58143979,0.300559689,2.20379E+12,5.82707E+11,5.09839E+11,..
2006,YR2006,Jamaica,JAM,2754407,0.524315914,13940656765,..,4787759777,..
2006,YR2006,Japan,JPN,127854000,0.063373589,5.75285E+12,8.02009E+11,7.19102E+11,..
2006,YR2006,Jordan,JOR,5991540,3.843317915,21768446006,18916253385,8201269394,..
2006,YR2006,Kazakhstan,KAZ,15308084,1.057664776,1.21197E+11,45717725067,41291971411,..
2006,YR2006,Kenya,KEN,37649033,2.757906955,33349876084,9738560265,5935981293,..
2006,YR2006,Kiribati,KIR,94343,2.162211648,156476835.4,..,12048192.77,..
